Disease,Group,Strategy,Augmenter,AUC_ROC,AUC_PR,Accuracy,Precision,Recall,Specificity,F1,Len Aug_x,AUC_no_aug,F1_no_aug
Depression,Group_2,G2_30,Aug_11,0.8596,0.6287,0.848387097,0.682926829,0.451612903,0.947580645,0.54368932,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_12,0.8438,0.5833,0.835483871,0.666666667,0.35483871,0.955645161,0.463157895,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_13,0.8287,0.5442,0.816129032,0.545454545,0.483870968,0.899193548,0.512820513,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_14,0.8558,0.5779,0.832258065,0.638888889,0.370967742,0.947580645,0.469387755,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_15,0.8565,0.5907,0.822580645,0.585365854,0.387096774,0.931451613,0.466019417,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_16,0.8218,0.5249,0.822580645,0.62962963,0.274193548,0.959677419,0.382022472,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_17,0.8857,0.6736,0.861290323,0.756756757,0.451612903,0.963709677,0.565656566,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_0,0.8177,0.5457,0.825806452,0.653846154,0.274193548,0.963709677,0.386363636,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_1,0.8152,0.5622,0.848387097,0.692307692,0.435483871,0.951612903,0.534653465,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_2,0.8131,0.5487,0.825806452,0.633333333,0.306451613,0.955645161,0.413043478,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_3,0.8565,0.6361,0.838709677,0.730769231,0.306451613,0.971774194,0.431818182,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_4,0.7793,0.4806,0.816129032,0.592592593,0.258064516,0.955645161,0.359550562,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_5,0.7738,0.5079,0.809677419,0.551724138,0.258064516,0.947580645,0.351648352,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_6,0.7992,0.5589,0.832258065,0.692307692,0.290322581,0.967741935,0.409090909,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_7,0.8071,0.5502,0.835483871,0.703703704,0.306451613,0.967741935,0.426966292,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_8,0.8221,0.5771,0.829032258,0.695652174,0.258064516,0.971774194,0.376470588,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_9,0.8217,0.5663,0.829032258,0.655172414,0.306451613,0.959677419,0.417582418,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_10,0.8301,0.6225,0.841935484,0.724137931,0.338709677,0.967741935,0.461538462,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_11,0.8363,0.6337,0.841935484,0.740740741,0.322580645,0.971774194,0.449438202,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_12,0.7778,0.5168,0.825806452,0.7,0.225806452,0.975806452,0.341463415,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_13,0.8142,0.5646,0.822580645,0.612903226,0.306451613,0.951612903,0.408602151,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_14,0.796,0.5385,0.809677419,0.56,0.225806452,0.955645161,0.32183908,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_15,0.8044,0.5361,0.832258065,0.777777778,0.225806452,0.983870968,0.35,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_16,0.8027,0.554,0.822580645,0.62962963,0.274193548,0.959677419,0.382022472,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_17,0.7721,0.5168,0.819354839,0.615384615,0.258064516,0.959677419,0.363636364,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_0,0.8403,0.6149,0.835483871,0.666666667,0.35483871,0.955645161,0.463157895,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_1,0.8142,0.5927,0.838709677,0.730769231,0.306451613,0.971774194,0.431818182,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_2,0.8441,0.6485,0.851612903,0.735294118,0.403225806,0.963709677,0.520833333,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_3,0.9143,0.7703,0.880645161,0.765957447,0.580645161,0.955645161,0.660550459,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_4,0.8072,0.5791,0.838709677,0.6875,0.35483871,0.959677419,0.468085106,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_5,0.7897,0.5705,0.848387097,0.741935484,0.370967742,0.967741935,0.494623656,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_6,0.8246,0.6045,0.841935484,0.666666667,0.419354839,0.947580645,0.514851485,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_7,0.8181,0.6042,0.851612903,0.766666667,0.370967742,0.971774194,0.5,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_8,0.8383,0.6406,0.84516129,0.675,0.435483871,0.947580645,0.529411765,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_9,0.863,0.6726,0.858064516,0.75,0.435483871,0.963709677,0.551020408,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_10,0.8371,0.6449,0.85483871,0.742857143,0.419354839,0.963709677,0.536082474,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_11,0.8771,0.6533,0.851612903,0.642857143,0.580645161,0.919354839,0.610169492,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_12,0.7808,0.5317,0.832258065,0.647058824,0.35483871,0.951612903,0.458333333,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_13,0.7773,0.5777,0.84516129,0.733333333,0.35483871,0.967741935,0.47826087,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_14,0.8001,0.56,0.829032258,0.621621622,0.370967742,0.943548387,0.464646465,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_15,0.8153,0.6067,0.85483871,0.774193548,0.387096774,0.971774194,0.516129032,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_16,0.7518,0.4776,0.816129032,0.586206897,0.274193548,0.951612903,0.373626374,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_17,0.8032,0.5779,0.838709677,0.7,0.338709677,0.963709677,0.456521739,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_0,0.8146,0.6301,0.848387097,0.777777778,0.338709677,0.975806452,0.471910112,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_1,0.8113,0.6087,0.84516129,0.769230769,0.322580645,0.975806452,0.454545455,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_2,0.7989,0.6147,0.858064516,0.875,0.338709677,0.987903226,0.488372093,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_3,0.8325,0.6243,0.825806452,0.642857143,0.290322581,0.959677419,0.4,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_4,0.7884,0.5737,0.838709677,0.75,0.290322581,0.975806452,0.418604651,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_5,0.7239,0.4973,0.822580645,0.652173913,0.241935484,0.967741935,0.352941176,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_6,0.8396,0.6671,0.851612903,0.833333333,0.322580645,0.983870968,0.465116279,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_7,0.7927,0.5662,0.825806452,0.666666667,0.258064516,0.967741935,0.372093023,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_8,0.752,0.4807,0.816129032,0.631578947,0.193548387,0.971774194,0.296296296,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_9,0.8275,0.6389,0.85483871,0.869565217,0.322580645,0.987903226,0.470588235,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_10,0.8424,0.6569,0.838709677,0.772727273,0.274193548,0.97983871,0.404761905,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_11,0.8405,0.6484,0.848387097,0.777777778,0.338709677,0.975806452,0.471910112,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_12,0.8033,0.6058,0.838709677,0.772727273,0.274193548,0.97983871,0.404761905,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_13,0.7614,0.518,0.829032258,0.714285714,0.241935484,0.975806452,0.361445783,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_14,0.7695,0.5461,0.829032258,0.736842105,0.225806452,0.97983871,0.345679012,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_15,0.7992,0.5627,0.829032258,0.68,0.274193548,0.967741935,0.390804598,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_16,0.7542,0.5189,0.825806452,0.75,0.193548387,0.983870968,0.307692308,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_17,0.7713,0.5601,0.835483871,0.739130435,0.274193548,0.975806452,0.4,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_0,0.8308,0.5313,0.835483871,0.617021277,0.467741935,0.927419355,0.532110092,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_1,0.8541,0.6004,0.841935484,0.62745098,0.516129032,0.923387097,0.566371681,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_2,0.8001,0.4658,0.812903226,0.555555556,0.322580645,0.935483871,0.408163265,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_3,0.8147,0.4984,0.812903226,0.5625,0.290322581,0.943548387,0.382978723,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_4,0.7701,0.4316,0.796774194,0.482758621,0.225806452,0.939516129,0.307692308,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_5,0.8297,0.5753,0.835483871,0.634146341,0.419354839,0.939516129,0.504854369,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_6,0.8068,0.5215,0.809677419,0.540540541,0.322580645,0.931451613,0.404040404,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_7,0.7996,0.5354,0.809677419,0.538461538,0.338709677,0.927419355,0.415841584,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_8,0.8348,0.5586,0.812903226,0.5625,0.290322581,0.943548387,0.382978723,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_9,0.8249,0.5663,0.829032258,0.609756098,0.403225806,0.935483871,0.485436893,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_10,0.8202,0.5803,0.832258065,0.613636364,0.435483871,0.931451613,0.509433962,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_11,0.8759,0.6475,0.832258065,0.608695652,0.451612903,0.927419355,0.518518519,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_12,0.7601,0.4401,0.806451613,0.538461538,0.225806452,0.951612903,0.318181818,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_13,0.7977,0.4638,0.819354839,0.588235294,0.322580645,0.943548387,0.416666667,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_14,0.7946,0.506,0.816129032,0.580645161,0.290322581,0.947580645,0.387096774,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_15,0.7707,0.5077,0.819354839,0.6,0.290322581,0.951612903,0.391304348,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_16,0.7781,0.5147,0.8,0.5,0.241935484,0.939516129,0.326086957,1058,0.78637,0.43237676
Depression,Group_2,G2_30,Aug_17,0.7652,0.4374,0.8,0.5,0.258064516,0.935483871,0.340425532,1058,0.78637,0.43237676
Asthma,Group_2,G2_30,Aug_18,0.8138,0.5919,0.903225806,0.823529412,0.341463415,0.988847584,0.482758621,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8281,0.6153,0.906451613,0.928571429,0.317073171,0.996282528,0.472727273,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.7936,0.4613,0.880645161,0.666666667,0.195121951,0.985130112,0.301886792,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8231,0.5079,0.887096774,0.714285714,0.243902439,0.985130112,0.363636364,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8821,0.6139,0.903225806,0.689655172,0.487804878,0.966542751,0.571428571,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8914,0.633,0.909677419,0.76,0.463414634,0.977695167,0.575757576,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8008,0.4423,0.877419355,0.578947368,0.268292683,0.970260223,0.366666667,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.827,0.4719,0.880645161,0.590909091,0.317073171,0.966542751,0.412698413,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8081,0.4525,0.883870968,0.647058824,0.268292683,0.977695167,0.379310345,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8587,0.5,0.890322581,0.705882353,0.292682927,0.981412639,0.413793103,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8416,0.4949,0.880645161,0.611111111,0.268292683,0.973977695,0.372881356,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8373,0.5109,0.877419355,0.6,0.219512195,0.977695167,0.321428571,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8748,0.5935,0.903225806,0.823529412,0.341463415,0.988847584,0.482758621,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8873,0.6562,0.896774194,0.736842105,0.341463415,0.981412639,0.466666667,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8567,0.6084,0.893548387,0.722222222,0.317073171,0.981412639,0.440677966,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8509,0.617,0.9,0.777777778,0.341463415,0.985130112,0.474576271,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8502,0.586,0.890322581,0.652173913,0.365853659,0.970260223,0.46875,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8323,0.5591,0.890322581,0.666666667,0.341463415,0.973977695,0.451612903,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_18,0.8824,0.6792,0.903225806,0.823529412,0.341463415,0.988847584,0.482758621,1149,0.85635,0.49055327
Asthma,Group_2,G2_30,Aug_19,0.8544,0.5768,0.9,0.8125,0.317073171,0.988847584,0.456140351,1149,0.85635,0.49055327
Gout,Group_2,G2_30,Aug_18,0.8024,0.4411,0.896774194,0.722222222,0.325,0.981481481,0.448275862,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.7925,0.4401,0.887096774,0.666666667,0.25,0.981481481,0.363636364,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8408,0.565,0.890322581,0.875,0.175,0.996296296,0.291666667,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8665,0.6379,0.909677419,0.928571429,0.325,0.996296296,0.481481481,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8634,0.5714,0.890322581,0.6875,0.275,0.981481481,0.392857143,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8763,0.6201,0.9,0.846153846,0.275,0.992592593,0.41509434,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8253,0.5017,0.896774194,0.833333333,0.25,0.992592593,0.384615385,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8721,0.6699,0.916129032,0.85,0.425,0.988888889,0.566666667,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8238,0.4792,0.887096774,0.777777778,0.175,0.992592593,0.285714286,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8383,0.5669,0.896774194,0.9,0.225,0.996296296,0.36,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.808,0.4171,0.877419355,0.6,0.15,0.985185185,0.24,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.793,0.4421,0.880645161,0.714285714,0.125,0.992592593,0.212765957,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.889,0.7243,0.906451613,0.739130435,0.425,0.977777778,0.53968254,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.9304,0.8134,0.95483871,0.861111111,0.775,0.981481481,0.815789474,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8057,0.4747,0.883870968,0.625,0.25,0.977777778,0.357142857,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8603,0.6146,0.896774194,0.722222222,0.325,0.981481481,0.448275862,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.8492,0.6979,0.919354839,1,0.375,1,0.545454545,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8583,0.7266,0.912903226,1,0.325,1,0.490566038,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_18,0.9304,0.737,0.919354839,0.857142857,0.45,0.988888889,0.590163934,1153,0.84016,0.431453213
Gout,Group_2,G2_30,Aug_19,0.8315,0.5814,0.9,0.846153846,0.275,0.992592593,0.41509434,1153,0.84016,0.431453213
OSA,Group_2,G2_30,Aug_18,0.8113,0.5509,0.890322581,0.8,0.279069767,0.988764045,0.413793103,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8737,0.6335,0.906451613,0.85,0.395348837,0.988764045,0.53968254,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.9201,0.7306,0.906451613,0.888888889,0.372093023,0.992509363,0.524590164,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.9249,0.7749,0.916129032,0.904761905,0.441860465,0.992509363,0.59375,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8563,0.6282,0.887096774,0.722222222,0.302325581,0.981273408,0.426229508,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8931,0.6818,0.896774194,0.789473684,0.348837209,0.985018727,0.483870968,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8707,0.6589,0.906451613,0.818181818,0.418604651,0.985018727,0.553846154,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8774,0.7123,0.922580645,0.88,0.511627907,0.988764045,0.647058824,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8857,0.6269,0.896774194,0.761904762,0.372093023,0.981273408,0.5,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8983,0.6563,0.896774194,0.761904762,0.372093023,0.981273408,0.5,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.909,0.7353,0.903225806,0.80952381,0.395348837,0.985018727,0.53125,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8964,0.6752,0.893548387,0.777777778,0.325581395,0.985018727,0.459016393,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8638,0.659,0.903225806,0.782608696,0.418604651,0.981273408,0.545454545,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8498,0.6617,0.9,0.772727273,0.395348837,0.981273408,0.523076923,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.9112,0.7518,0.912903226,0.863636364,0.441860465,0.988764045,0.584615385,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.9012,0.7376,0.922580645,0.851851852,0.534883721,0.985018727,0.657142857,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8818,0.6202,0.896774194,0.761904762,0.372093023,0.981273408,0.5,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8961,0.6948,0.916129032,0.904761905,0.441860465,0.992509363,0.59375,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_18,0.8477,0.6787,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1140,0.89388,0.611199347
OSA,Group_2,G2_30,Aug_19,0.8493,0.6308,0.909677419,0.826086957,0.441860465,0.985018727,0.575757576,1140,0.89388,0.611199347
PVD,Group_2,G2_30,Aug_18,0.7819,0.521,0.870967742,0.631578947,0.266666667,0.973584906,0.375,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8035,0.5496,0.877419355,0.684210526,0.288888889,0.977358491,0.40625,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.8047,0.5515,0.883870968,0.736842105,0.311111111,0.981132075,0.4375,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8624,0.6102,0.896774194,0.76,0.422222222,0.977358491,0.542857143,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.8247,0.5723,0.883870968,0.714285714,0.333333333,0.977358491,0.454545455,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8393,0.5856,0.880645161,0.7,0.311111111,0.977358491,0.430769231,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.8644,0.6342,0.9,0.769230769,0.444444444,0.977358491,0.563380282,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.816,0.5673,0.880645161,0.666666667,0.355555556,0.969811321,0.463768116,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.7785,0.491,0.877419355,0.666666667,0.311111111,0.973584906,0.424242424,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.7879,0.4908,0.883870968,0.714285714,0.333333333,0.977358491,0.454545455,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.7955,0.4894,0.877419355,0.652173913,0.333333333,0.969811321,0.441176471,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8129,0.4844,0.864516129,0.56,0.311111111,0.958490566,0.4,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.7868,0.5308,0.880645161,0.75,0.266666667,0.98490566,0.393442623,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8141,0.5453,0.887096774,0.777777778,0.311111111,0.98490566,0.444444444,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.7775,0.5155,0.883870968,0.736842105,0.311111111,0.981132075,0.4375,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8072,0.5567,0.893548387,0.833333333,0.333333333,0.988679245,0.476190476,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.7718,0.5579,0.893548387,0.772727273,0.377777778,0.981132075,0.507462687,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.7904,0.5683,0.887096774,0.727272727,0.355555556,0.977358491,0.47761194,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_18,0.8351,0.5696,0.880645161,0.666666667,0.355555556,0.969811321,0.463768116,1132,0.82504,0.4713491
PVD,Group_2,G2_30,Aug_19,0.8035,0.5192,0.877419355,0.684210526,0.288888889,0.977358491,0.40625,1132,0.82504,0.4713491
Gallstones,Group_2,G2_30,Aug_18,0.7216,0.3197,0.84516129,0.461538462,0.127659574,0.97338403,0.2,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.7732,0.4157,0.838709677,0.421052632,0.170212766,0.958174905,0.242424242,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7675,0.403,0.858064516,0.615384615,0.170212766,0.980988593,0.266666667,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.8419,0.5343,0.867741935,0.636363636,0.29787234,0.969581749,0.405797101,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7259,0.4911,0.870967742,0.733333333,0.234042553,0.984790875,0.35483871,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.7822,0.581,0.883870968,0.72,0.382978723,0.97338403,0.5,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7105,0.325,0.829032258,0.333333333,0.127659574,0.954372624,0.184615385,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.779,0.3878,0.861290323,0.611111111,0.234042553,0.97338403,0.338461538,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.697,0.3215,0.851612903,0.545454545,0.127659574,0.980988593,0.206896552,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.7694,0.4253,0.861290323,0.6,0.255319149,0.969581749,0.358208955,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7901,0.4466,0.858064516,0.578947368,0.234042553,0.969581749,0.333333333,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.7584,0.4086,0.861290323,0.625,0.212765957,0.977186312,0.317460317,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7956,0.4505,0.861290323,0.625,0.212765957,0.977186312,0.317460317,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.818,0.477,0.867741935,0.666666667,0.255319149,0.977186312,0.369230769,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7271,0.3648,0.838709677,0.384615385,0.106382979,0.969581749,0.166666667,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.7541,0.4761,0.858064516,0.714285714,0.106382979,0.992395437,0.185185185,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.8587,0.6076,0.883870968,0.761904762,0.340425532,0.980988593,0.470588235,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.8558,0.6056,0.880645161,0.777777778,0.29787234,0.984790875,0.430769231,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_18,0.7702,0.4457,0.858064516,0.588235294,0.212765957,0.97338403,0.3125,1123,0.77639,0.30025736
Gallstones,Group_2,G2_30,Aug_19,0.774,0.4242,0.84516129,0.470588235,0.170212766,0.965779468,0.25,1123,0.77639,0.30025736
OA,Group_2,G2_30,Aug_18,0.7033,0.4119,0.819354839,0.5,0.267857143,0.940944882,0.348837209,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_19,0.775,0.5255,0.84516129,0.625,0.357142857,0.952755906,0.454545455,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_18,0.7184,0.4604,0.832258065,0.571428571,0.285714286,0.952755906,0.380952381,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_19,0.7189,0.5167,0.841935484,0.620689655,0.321428571,0.956692913,0.423529412,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_18,0.7669,0.4652,0.829032258,0.571428571,0.214285714,0.964566929,0.311688312,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_19,0.758,0.4272,0.819354839,0.5,0.232142857,0.948818898,0.317073171,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_18,0.7122,0.368,0.803225806,0.380952381,0.142857143,0.948818898,0.207792208,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_19,0.7303,0.3853,0.812903226,0.464285714,0.232142857,0.940944882,0.30952381,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_18,0.7056,0.432,0.829032258,0.565217391,0.232142857,0.960629921,0.329113924,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_19,0.7096,0.436,0.838709677,0.65,0.232142857,0.972440945,0.342105263,1085,0.74616,0.412472422
OA,Group_2,G2_30,Aug_18,0.6891,0.3591,0.819354839,0.5,0.196428571,0.956692913,0.282051282,1085,0.74616,0.412472422
